Questions,Answers
"of Antiﬁ brinolytic Pathways:  Inherited Disorder   A 42-year-old woman presented in preoperative  consultation prior to cholecystectomy. She reported  easy bruising throughout her life, as well as menor- rhagia. She had postpartum hemorrhage requiring  multiple units of packed red blood cells approxi- mately 10 years previously. She eventually under- went total abdominal hysterectomy at age 38, with  excessive bleeding beginning on postoperative day  1. Most recently, she developed a hematoma fol- lowing biopsy of a benign breast lesion. She denied  spontaneous bleeding symptoms and was unaware  of bleeding problems in her family.   Workup revealed a normal platelet count,  platelet aggregation studies, von Willebrand anti- gen and activity, prothrombin time, partial throm- boplastin time, ﬁ brinogen, and FXIII activity.  Thromboelastography demonstrated 100 % clot  lysis at 30 min. Additional testing was notable  for normal α2 antiplasmin but an undetectable  PAI-1 activity.   Question 4.   Which of the following would  also be expected laboratory ﬁ ndings?   A.  Normal total tissue plasminogen activator  (t-PA) antigen     B.  Elevated free tissue plasminogen activator  antigen    C.  Reduced t-PA/PAI-1 complexes   D.  All of the above ",D 
 Question 5.   She inquired as to whether her  daughter could be affected. Is this a  possibility?   A.  Yes.    B.  No. ,A 
"Pathways, Iatrogenic Causes   A 24-year-old woman presented at the emer- gency department with swelling of her left leg  and shortness of breath for 24 h. She was on  oral contraceptive, Desogen™ (containing  30 μg ethinyl estradiol and 150 μg desoges- trel), daily. She has no past history of throm- bosis. She has had menorrhagia due to uterine  fibroids, well controlled by tranexamic acid,  3.9 g daily orally for first 5 days of menstrua- tion. There is no family history of thrombosis.  Her height is 6 ft and weight is 250 lbs (BMI =  33.9). The CBC, PT, and PTT are normal.  Pulse oxygen is 87 % on room air. The fibrino- gen is 420 mg/dl (normal), and D-dimer is  300 μg/L (normal).   Question 6.   In view of this history, the diag- nosis of pulmonary embolism (PE) is:   A.  Likely    B.  Not likely ",A 
" Question 7.   On the basis of these available  laboratory ﬁ ndings, would you continue to  pursue the likely diagnosis of VTE and order  further tests?   A.  Yes.    B.  No. ",A 
"of Fibrinolytic Factors   A patient undergoing orthotopic liver transplan- tation for a solitary metastatic lesion in his left  lobe of liver develops excessive bleeding. The  H.C. Kwaan and B.J. McMahon  239 primary tumor was carcinoma of the colon,  resected 6 months ago.   Question 8.   Which factor is the most likely to  affect hemostasis in this setting?      
 A.    Defi ciency of clotting factors as shown by 
prolonged PT/PTT   
   .B.  
  Impaired 
thrombopoietin 
thrombocytopenia   
  
resulting 
 C.    Dysregulation of the fi brinolytic balance   
  
 D.    Hypercoagulable state due to cancer ",C 
 Question 9.   Which is the best way to monitor  the  abnormal  ﬁ brinolysis  during  liver  transplantation?   A.  PT/PTT    B.  Platelet count    C.  Platelet function assay   D.  Thromboelastography ,D 
"Fibrinolysis   A previously healthy 32-year-old male had a  4-day history of excessive bruising, mild epi- staxis, and bleeding of the buccal mucosa. He  had a fever of 39.5 °C. There was no general   malaise nor bone pain. On the ﬁ fth day, he pre- sented to the emergency room with generalized  headache but no visual symptoms nor neurologic  deﬁ cits. There was no past history nor family his- tory of bleeding. Physical examination revealed  the presence of ecchymoses of the trunk and  extremities. There was no lymphadenopathy. The  spleen tip was palpable. The hemoglobin was  9 g/dl, WBC was 19 × 10 6/ /l, differential showed  35 % “blasts,” and the platelet count was  14 × 10 9/ /l. The coagulation proﬁ le showed PT  28.0 s (control: 12 s), PTT 98 s (control: 30 s),  and ﬁ brinogen <50 mg/dl.   Question 10.   Which of the following diagnosis  most likely ﬁ t this clinical presentation?   A.  Acute myeloblastic leukemia    B.  Acute myelomonocytic leukemia    C.  Acute promyelocytic leukemia   D.  Acute lymphoblastic leukemia  Abnormalities in the Fibrinolysis Pathway and Clinical Implications  240",C 
 Question 11.   Which of the following is a risk  factor for bleeding in APL?   A.  Thrombocytopenia    B.  Hypoﬁ brinogenemia    C.  Excessive ﬁ brinolysis   D.  High white blood cell count    E.  All of the above ,E 
" Question 12.   Which agent is the currently  recommended treatment for bleeding in APL?   A.  Antiﬁ brinolytic agents    B.  All-trans-retinoic acid (ATRA)    C.  Heparin   D.  Cryoprecipitate,    E.  Platelet transfusion    F.  B, D, and E ",F 
"and Treatment of Patients  with Aﬁ brinogenaemia   A 4-year-old girl, diagnosed with aﬁ brinogen- aemia at birth after a prolonged umbilical cord  bleeding, is hospitalised because of spontaneous  headache. An emergency CT scan reveals an intra- cerebral haemorrhage. Haemostasis work-up  shows prothrombin time, activated partial throm- boplastin time and thrombin time indeﬁ nitely pro- longed. Fibrinogen concentrates are administered  at 50 mg/Kg and repeated every 4 days in order to  maintain ﬁ brinogen levels at 1.5 g/L for 10 days.  The clinical course is uneventful and the girl is dis- charged without neurological complications.   Question 1.   What is the best long-term man- agement for this girl?    A.  On-demand  ﬁ brinogen  concentrates  administration     B.  Prophylactic  therapy  with  ﬁ brinogen  concentrates      C.  On-demand  fresh  frozen  plasma  administration     D.  Prophylactic  therapy  with  ﬁ brinogen  cryoprecipitates    ",B (or A) 
 Question 2.   The patient is now 25 years old  and wishes to become pregnant. She is under  prophylaxis with ﬁ brinogen concentrates. No  recurrence of major bleeding has character- ised her clinical course. How can her preg- nancy be managed?   A.  Regularly monitor ﬁ brinogen levels through- out pregnancy and progressive increase in  ﬁ brinogen substitution.    B.  Discontinue ﬁ brinogen substitution.    C.  Maintain the same regimen of ﬁ brinogen  therapy throughout the pregnancy.   D.  Contraindicate the pregnancy in view of the  high obstetrical risk.    ,A 
" Question 3.   Pregnancy and vaginal delivery  were uneventful under ﬁ brinogen substitution,  and the patient was discharged with her usual  prophylactic ﬁ brinogen substitution. Two  weeks postpartum and 4 days after the last  ﬁ brinogen concentrates administration, she  reported pain in the lower right leg and became  breathless. A chest CT-scan revealed a pulmo- nary embolism, and a distal deep venous  thrombosis in the right leg was also shown on  Doppler ultrasound.   Table 2   Successful pregnancies under ﬁ brinogen substitution, adapted from (Lebreton et al.  2015 )   Authors   Throughout pregnancy   At labour   Complications   Fibrinogen  substitution  (g/w)   Trough  ﬁ brinogen  level (g/L)   Fibrinogen  substitution (g)   Trough  ﬁ brinogen  level (g/L)   Inamoto and Terao ( 1985 )   2–12   0.2–0.4   8   1.2   6GW: vaginal  bleeding   21GW: vaginal  bleeding   Trehan and Fergusson ( 1991 )   18–21   >1   10   1.5   Grech et al. ( 1991 )   18–30   >1   NA   >1.5   Takahashi et al. ( 1995 )   5–15   >0.6   5   1.9   33GW: preeclampsia   6 days postpartum:  arterial ischemic  lesion of toes   Kobayashi et al. ( 1996 )   4–14   >0.6   10   1.4   37GW: placental  abruption at onset of  labour   Kobayashi et al. ( 2000 )   6–21   >1   8   >2   4GW: vaginal  bleeding   Kobayashi et al. ( 2000 )   2–21   >1   8   >2   Roque et al. ( 2004 )   40–50 bags/w  of  cryoprecipitate   >0.6   NA   >2   36GW: placental  abruption   7 days postpartum:  ovarian and renal  veins thrombosis   Aygoren- Pursun et al. ( 2007 )   6–12   0.4–0.8   NA   NA   6GW: vaginal  bleeding   8GW: retrochorionic  hematoma   Mensah et al. ( 2011 )   3–13   >0.5   5   >1.5   Lebreton et al. ( 2015 )   6–15   >1   2   >2   3 weeks post-partum:  pulmonary embolism   GW gestational weeks  A. Casini and P. de Moerloose  247",C 
"and Management of Patients  with Hypoﬁ brinogenaemia   A 32-year-old otherwise healthy woman is hospi- talised because of a slight increase of liver  enzymes of unknown aetiology. Her medical his- tory includes an appendicectomy and an ortho- paedic surgery without complications. She does  not report any previous bleeding or thrombotic  complications. Coagulation tests revealed low  functional (1.1 g/L; normal range 1.5–3.5 g/L)  and antigenic ﬁ brinogen (1.2 g/L; normal range  1.5–3.5 g/L) levels without any other biological  abnormalities. A liver echography showed ﬁ bro- sis without cirrhosis. A hepatic biopsy is planned.   Question 4.   Should ﬁ brinogen concentrates  be administered prior the liver biopsy?   A.  Yes, prophylactic ﬁ brinogen substitution is  mandatory to prevent bleeding in invasive  procedures in hypoﬁ brinogenaemic patients.    B.  No, because a liver biopsy is contra-indicated  in hypoﬁ brinogenaemia.    C.  No, ﬁ brinogen concentrates are not effective  in hypoﬁ brinogenaemia.   D.  No, ﬁ brinogen concentrates should be admin- istered only when bleeding occurs.     Congenital Disorders of Fibrinogen: Clinical Presentations, Diagnosis and Management  248",D 
" Question 5.   Liver biopsy was uneventful.  Histology showed hepatocellular globular cyto- plasmic inclusions with an irregular outline,  faintly stained by PAS-diastase but with a strong  immunoreactivity with anti-ﬁ brinogen antibod- ies. There was no ﬁ brosis. DNA analysis revealed  a heterozygous missense mutation in exon 8 of  the gene  FGG : c.1201C>T; p.R401W (p.R375W  without the peptide signal).   Is this ﬁ brinogen mutation causative of  liver disease?   A.  No, this mutation is usually associated with  kidney disease.      B.  Yes, some ﬁ brinogen mutations cause both  hypoﬁ brinogenaemia and liver disease.    C.  No, any ﬁ brinogen mutation is associated  with a liver disease.   D.  Yes, this mutation increases the risk to  develop a multisystem disease involving sev- eral organs. ",B 
"Outcomes of Patients  with Dysﬁ brinogenaemia   Hypoﬁ brinogenaemia (1.3 g/L by prothrombin  time-derived method) is incidentally discovered  in a 56-year-old man during a routine screening  before orthopaedic surgery. Next haemostasis  analyses showed a prothrombin time of 42 %  (reference range >70 %) and an activated partial   Table 3   Fibrinogen variants associated with ﬁ brinogen storage disease   Name   cDNA   Nascent chain   Mature chain   Brescia (Brennan et al.  2000 )   928G > C   G310R   G284R   Aguadilla (Rubbia- Brandt et al.  2006 )   1201C > T   R401W   R375W   Angers (Dib et al.  2007 )   1116_1129 + 1del   del372–376   del346–350   AI du Pont (Brennan et al.  2010b )   1018C > A   T330P   T314P  A. Casini and P. de Moerloose  249 thromboplastin time (aPTT) of 41 s (27–35 s).  The patient is asymptomatic without thrombotic  or bleeding events, even after a cardiovascular  surgery in the past. The familial history is  non-contributory.   Question 6.   How is this hypoﬁ brinogenaemia  investigated? (Several answers are possible.)   A.  By  performing  antigenic  ﬁ brinogen  assessment      B.  By performing thrombin time and reptilase  time    C.  By performing liver tests   D.  By performing functional ﬁ brinogen dosage  with Clauss method    ","A, B, C, D "
