Questions,Answers
"Which of the following is not true about autoimmune hemolytic 
anemia associated with α-methyldopa?
a. Positive DCT is found in 8-36% of patients
b. Lag period of 3-6 months is present between the start of therapy and 
development of positive DCT
c. Less that 1% of patients develop hemolytic anemia
d. Hemolytic anemia is due to hapten mechanism","Ans. d. Hemolytic anemia is due to hapten mechanism 
 
 
Ref: William’s 8/e p783, 784
α-methyldopa induce the formation of autoantibodies reactive with 
autologous (or homologous) RBCs in the absence of instigating drug. 
Diclofenac, procainamide, fludarabine, pentostatin, 2-CDA, L-dopa, 
mefenamic acid, teniposide, cephalosporins are other important drugs 
in this category. Positive DCT (with anti-IgG reagents) in patients taking 
α-methyldopa vary from 8–36%. A lag period of 3–6 months exists between 
the start of therapy and development of positive DCT, but only <1% 
patient develop hemolytic anemia. Development of hemolytic anemia 
does not depend on drug dose. They typically have strong +ve DCT and 
ICT. Frequently the autoantibodies are reactive with determinants of the 
Rh complex. 
Hapten/Drug 
adsorption
Ternary 
complex 
formation
Autoantibody 
binding
Non-
Immunologic 
protein 
adsorption
Prototype 
Drug
Penicillin
Quinidine
a-Methyldopa
Cephalothin
85
Immune Hemolytic Anemia
Hapten/Drug 
adsorption
Ternary 
complex 
formation
Autoantibody 
binding
Non-
Immunologic 
protein 
adsorption
Role of drug Binds to red 
cell memb
Forms 
ternary 
complex with 
Ab and Red 
cell memb-
component
Induces Ab 
formationto 
native red cell 
Ag
Possibly 
alters red 
cell memb
Drug affinity 
to cell
Strong
Weak
Strong
Ab to drug
Present
Present
Absent
Absent
Ab Class
IgG
IgM or IgG
IgG
None
Proteins 
detected by 
DCT
IgG, rarely 
complement
Complement
IgG, rarely 
complement
Multiple 
plasma 
proteins
Dose 
of drug 
associated 
with positive 
DCT
High 
Low
High
High
Presence 
of drug 
required for 
ICT
Yes (Coating 
red cells)
Yes (Added 
to test 
medium)
No
Yes (Added 
to test 
medium)
Mechanism 
of red cell 
destruction
Splenic 
sequestration 
of IgG coated 
RBC
Direct 
lysis by 
complement 
plus splenic-
hepatic 
clearance of 
C3b-coated 
RBCs
Splenic 
sequestration
None"
"In CLL patients the risks factors for development of autoimmune 
hemolytic anemia after purine analogue treatment are all, except:
a. Previous exposure prior to Purine analogues
b. Positive DAT prior to therapy
c. Hypogammaglobulinemia
d. High B2 microglobulin
10
Immune Hemolytic 
Anemia
82 
Mcqs in Hematology","Ans. d. High B2 microglobulin 
Ref: William’s 8/e p784
Highβ2 M is a poor prognostic marker in CLL but is not a risk factor for 
the development of AIHA after starting Purine analogue therapy.  Other 
options are known risk factors."
"Which of the following is true about cold agglutinin disease?
a. Usually the antibodies are of IgM type
b. Occurs in infectious mononucleosis
c. In-vitro agglutination is maximum at 0-5 °C
d. Infectious mononucleosis has cold agglutinin with anti-I, specificity","Ans. d. Infectious mononucleosis has cold agglutinin with anti-I, 
specificity 
 
Ref: William’s 8/e p779, 782, 789
Cold agglutinin disease is less common than warm type, accounting 
for 10–20% of all cases of AIHA.  Women are affected more commonly 
86 
Mcqs in Hematology
than men.  Secondary cold agglutinin disease is seen most commonly 
in adolescent and young adults as a self limiting process associated with 
Mycoplasma infection or infectious mononucleosis.  Idiopathic (Primary) 
chronic cold agglutinin disease has its peak incidence age 50 years and 
they have characteristic monoclonal IgM protein.  In-vitro agglutination 
is maximum at 25 °C but complement fixations by these antibodies are 
optimal at 20-25 °C.  Anti-I is the predominant specificity of cold agglutinin 
disease, M. pneumonia infection and in some lymphoma. Cold agglutinins 
with anti-I specificity is found in infectious mononucleosis and in some 
cases of lymphoma."
"Which of the following is not true about AIHA?
a. It may be due to drugs
b. Associated with pernicious anemia
c. May complicate B-cell CLL
d. May be associated with IgM antibodies in serum","Ans. b. Associated with pernicious anemia 
Ref: William’s 8/e p548
Pernicious anemia is a disease of insidious onset that generally begins in 
middle age or later (usually after 40 years).  It is an autoimmune disease. 
Although antiparietal cell antibodies are found in 90% of PA patients, they 
are not thought to be responsible for pathogenesis. Antibodies to intrinsic 
factors (type I or blocking type) or the intrinsic factor – Cbl complex (type 
II or binding type are highly specific to PA patients. Type I antibodies are 
found in 70% of the patients. Type II antibodies are found in 50% of cases. 
Rest all statements about AIHA are true."
"What is detected by indirect Coomb’s test?
a. Antibodies in serum
b. Antibodies on RBC surface
c. Antigens on RBC surface
d. Antibodies in plasma
e. Associated with positive DCT","Ans. a. Antibodies in serum 
Ref: Dacie & Lewis 10/e p241
Warm antibodies present freely in the patients serum are best detected by 
means of ICT or by use of enzyme treated (e.g. trypsinized or papainized) 
red cells."
"Which of the following is not true about DCT – Negative AIHA?
a. Polyspecific AHG (anti human globulin) may not be able to detect 
this type of AIHA if the type of antibody is IgA or IgM
b. Low affinity IgG autoantibodies
c. Low titre IgG autoantibodies
d. Gel card is not able to detect rare IgA only AIHA","Ans. d. Gel card is not able to detect rare IgA only AIHA 
 
 
Ref: Dacie & Lewis 10/e p248–249
Polyspecific AHG contains antibodies against IgG and C3d complement 
so it will not be able to detect IgA or IgM autoantibody type AIHA. The 
incidence of IgA only warm AIHA is 0.2 to 2.7%.  2–6% of patients with 
clinical and hematological features of AIHA, have DCT negative on 
repeated testing.
Low-affinity IgG autoantibodies dissociate from RBC during washing 
phase in tube technique, resulting in negative DCT.
Low-titre IgG autoantibodies (threshold is 300–4000 molecules per RBC) 
may also be missed in tube technique. In these cases positive DCT may 
be demonstrated by more sensitive technique eg. column agglutination 
method, ELISA or flow cytometry.
The DiaMed DAT gel card, which contains a set of monospecific AHG 
reagents (i.e. anti-IgG, -IgA, -IgM, -C3c, -C3d and inert control) can also 
be used. There is no washing phase in this, so it detects low affinity IgG, 
IgA and IgM. A gel card can also pick up the rare IgA-only AIHA.
87
Immune Hemolytic Anemia"
"Direct Coomb’s test may be positive in:
a. Immediate post transfusion
b. Thalassemia major
c. Hereditary spherocytosis
d. PNH","Ans. a Immediate post transfusion. Ref: Dacie & Lewis 10/e p239, 247
Explanation: DCT may be positive in autoimmune diseases, recent blood 
transfusion, recent infection, exposure to toxins or drugs."
"Polyspecific antisera in direct Coomb’s test is:
a. Anti-IgG, IgA
b. Anti-IgG & C3
c. Anti-IgG, IgM, IgA
d. Anti-IgM & C3","Ans. b. Anti-IgG and C3 
Ref: William’s 8/e p786
Broad spectrum or polyspecific Coomb’s reagent contains antibodies 
directed against human IgG and complement component principally C"
"Intracellular destruction of proteins can occur by all of the following, 
except:
a. Lysosome
b. Proteasome
c. Spliceosome
d. Aggresome","Ans. c. Spliceosome
Lysosome are the cytoplasmic organelle where the intracellular destruc-
tion of endogenous or exogenous proteins occur.  The other pathway of 
intracellular destruction of proteins occurs through the usual ubiquitin-
proteasome system. An aggresome is a proteinacious inclusion body 
of abnormal or mutant protein in the cytoplasm which fails to be 
eliminated by the proteasome pathway. Aggresome forms around the 
microtubule organizing center in eukayotic cells. Substrates are targeted 
to the aggresome by an ubiquitin independent pathway mediated by 
stress induced co-chaperon BAG 3 (Bcl-2 associated athanogene 3). The 
aggresome is eventually targeted for autophagic clearance for the cell. 
Some pathological proteins cannot be degraded and cause the aggresome 
to form inclusion bodies, e.g. Levy bodies, Mallory’s Hyaline.
A splicesome is a complex of snRNA and protein subunits that removes 
introns from a transcribed pre-MRNA (hnRNA) segment. This process 
is called intron splicing. The snRNAs that make up nuclear spliceosome 
are named V1, V2, V4, V5 and V"
"Thalassemia major is characterized by all of the following, except:
a. Splenomegaly
b. Microcytic hypochromic anemia
c. Presence of target cells in peripheral blood smear
d. Increased osmotic fragility","Ans. d. Increased osmotic fragility 
Ref: Dacie & Lewis 10/e p210
Osmotic fragility is decreased in thalassemia because of unusually 
flattened RBCs (leptocytes) which are present in thalassemia. The osmotic 
fragility is decreased since these cells are resistant to osmotic lysis. The 
remaining 3 features are characteristically seen in thalassemia if they are 
not adequately transfused."
"Hb E is seen most often in:
a. Assam
b. Punjab
c. Nagpur
d. Jaipur","Ans. a. Assam 
Ref: William’s 8/e p729-730
Hb E disease is found in Asia-Pacific region and in India most commonly 
found in West Bengal, Assam & Bangladesh.  Hb D Punjab is identical to 
Hb D Los Angeles and is most commonly found in Punjab."
"Thalassemia control has been most successful in:
a. USA
b. Cyprus
c. Iraq
d. Thailand","Ans. d. Cyprus 
Ref: William’s 8/e p702"
"Major cause of death in thalassemia major is due to:
a. Endocrinopathies
b. Cardiomyopathies
c. Liver Failure
d. Infection","Ans. b. Cardiomyopathy 
Ref: William’s 8/e p693
In thalassemia major, death usually occurs in the second or third decade 
as a result of cardiac siderosis. Cardiac siderosis may cause acute cardiac 
death with arrhythmia or intractable cardiac failure."
"A 6 month old untransfused child presented with lethargy, failure 
to thrive and looking pale.  CBC is showing Hb of 5.6, MCV-58 fl and 
peripheral blood picture showing microcytic hypochromic red cells, 
target cells and anisopoikilocytosis. Hb HPLC is showing Hb F of 
100%.  The most likely diagnosis is:
a. α thalassemia
b. δβ thalassemia
c. β thalassemia major
d. HPFH
12
Thalassemia  
Syndromes
95
Thalassemia Syndromes","Ans. c. fβ thalassemia major 
Ref: William’s 8/e p694, 695, 698
The child is having β thalassemia major
• HPFH does not present with severe anemia
• δβ thalassemia present with thalassemia intermedia syndrome with 
presentation in later childhood and not at 6 months of age.
• α-thalassemia presents with Hb Bart’s hydrops fetalis syndrome and 
manifests intra-natally, but Hb H disease can present with severe 
anemia and behaves like thalassemia major, but most patients have a 
much milder course."
"Hb H inclusion seen in α-thalassemia is composed of:
a. γ4 tetramers
b. β4 tetramers
c. δ4 tetramers
d. ε4 tetramers","Ans. b. β4 tetramers 
Ref: William’s 7/e p634
In fetal life, reduced rate of α-chain synthesis results in an excess of γ-4 
chains, which form γ-4 tetramers or Hb Bart’s. A deficiency of α-chains 
in adult life, results in an excess of β chains, which form β-4 tetramers 
or Hb H."
"The most common infection in hemochromatosis is:
a. Vibrio vulnificus
b. Staph. aureus 
c. Yersinia enterocolitica
d. Salmonella 
e. Listeria monocytogenes","Ans. c. Yersinia enterocolitica 
Ref: William’s 8/e p691
Yersinia enterocolitica, is a normally non-virulent pathogen that can 
produce its own siderophore and hence can thrive in iron excess. Vibrio 
Vulnificus and Listeria are the other pathogens which are particularly 
common in iron overload states.
98 
Mcqs in Hematology"
"The most common cause of beta thalassemia is:
a. Point mutation
b. Insertion
c. Deletion
d. All are equally distributed","Ans. a. Point mutation 
Ref: Hoffman 6/e p506 
The vast majority of beta thalassaemia mutations are point mutations 
(i.e. single-base substitutions) and small insertions or deletions of one 
to two bases. These may involve any step in globin chain production: 
transcription, translation or post-translational modification of the globin 
gene product. The beta gene is completely inactivated by approximately 
half of these mutations with no beta globin production resulting in beta 
0 thalassaemia. Mutations that allow the production of some beta globin 
cause beta + or beta ++ thalassaemia depending on whether there is a 
marked or mild reduction in the output of beta chains. The five common 
mutations -IVS 1-5 G → C, IVS 1 -1 G → T, Codon 41/42 (- TCTT), Codon 
8/9 and the 619 bp deletion account for over 90% of the mutations in 
beta-thalassemia patients. The most common beta-thalassemia allele in 
the Indian population is IVS-I-5 (G → C)."
"The most common cause of alpha thalassemia is:
a. Point mutation
b. Insertion
c. Deletion
d. All are equally distributed","Ans. c. Deletion 
Ref: Hoffman 6/e p530 
Alpha thalassemia occurs because of mutation leading to reduced 
production of one or more of the four alpha globin chains. Generally, the 
alpha globin chains are structurally normal but are produced in reduced 
quantities. Most alpha thalassemia mutations result in gene deletion; with 
nondeletional point mutations being less common. As a result of deletions 
there is a loss of alpha globin chains. The larger the deletions the more is 
the loss of alpha globin genes (from 1 to 4 alpha chains), the more severe 
the thalassemia. Molecular analysis of DNA using PCR has now replaced 
hemoglobin H inclusion test. The PCR test can also identify nondeletional 
point mutations leading to alpha plus thalassemia."
